,Year_Birth,Education,Status,Income,Registration_date,Recency,Mnt_Fruits,Mnt_Meat,Mnt_sweet,Mnt_Wines,Mnt_Gold_Products,Mnt_Fish,Num_Web_Purchases,Num_Store_Purchases,Num_Deals_Purchases,Num_Catalog_Purchases,Num_Web_Visits,Response_Campaign_1,Response_Campaign_2,Response_Campaign_3,Response_Campaign_4,Response_Campaign_5,Response,Children
41,1,Master,Married,2,08/11/2012,92,856.0,0.0,76.0,12.0,9.0,199.0,7.0,9.0,6.0,9.0,16.0,0.0,0.0,0.0,0.0,0.0,0,1.0
42,2,Master,Together,2,11/02/2013,61,216.0,9.0,57.0,20.0,9.0,125.0,7.0,4.0,3.0,5.0,10.0,0.0,0.0,0.0,0.0,0.0,0,2.0
43,2,PhD,Married,1,18/08/2013,56,163.0,2.0,40.0,8.0,11.0,11.0,7.0,3.0,1.0,6.0,12.0,0.0,0.0,0.0,0.0,0.0,0,2.0
44,3,PhD,Together,2,04/08/2012,81,746.0,8.0,125.0,11.0,8.0,8.0,7.0,8.0,6.0,9.0,12.0,0.0,1.0,0.0,0.0,0.0,1,1.0
45,3,Graduation,Married,1,31/10/2012,41,281.0,7.0,84.0,15.0,0.0,119.0,7.0,7.0,3.0,4.0,16.0,0.0,0.0,0.0,0.0,0.0,0,1.0
46,0,PhD,Together,3,10/06/2014,56,406.0,0.0,30.0,0.0,0.0,8.0,7.0,8.0,2.0,5.0,14.0,0.0,0.0,0.0,1.0,0.0,0,3.0
47,2,Master,Divorced,1,30/06/2013,64,379.0,4.0,93.0,12.0,9.0,98.0,7.0,6.0,6.0,4.0,12.0,0.0,0.0,0.0,0.0,0.0,0,2.0
48,0,PhD,Together,3,04/03/2013,81,986.0,36.0,168.0,16.0,0.0,108.0,7.0,11.0,3.0,4.0,14.0,0.0,0.0,0.0,0.0,0.0,1,3.0
49,3,Graduation,Married,3,12/06/2013,57,328.0,9.0,124.0,12.0,24.0,109.0,7.0,4.0,2.0,10.0,6.0,0.0,0.0,0.0,0.0,0.0,0,2.0
50,1,Master,Together,1,28/10/2012,81,167.0,2.0,44.0,6.0,2.0,19.0,7.0,4.0,2.0,4.0,16.0,1.0,0.0,0.0,0.0,0.0,1,2.0
51,0,Graduation,Married,2,18/06/2013,10,297.0,0.0,38.0,13.0,0.0,152.0,7.0,5.0,4.0,4.0,12.0,1.0,0.0,0.0,0.0,0.0,1,2.0
52,1,Graduation,Married,3,31/05/2014,71,199.0,9.0,57.0,20.0,21.0,6.0,7.0,4.0,1.0,7.0,8.0,0.0,0.0,0.0,0.0,0.0,0,2.0
53,1,Graduation,Married,3,17/08/2012,37,789.0,0.0,133.0,0.0,28.0,152.0,7.0,11.0,5.0,8.0,14.0,0.0,0.0,0.0,0.0,0.0,0,1.0
54,2,Graduation,Single,3,17/01/2014,58,654.0,7.0,92.0,0.0,15.0,30.0,7.0,9.0,4.0,8.0,12.0,0.0,1.0,1.0,0.0,0.0,0,1.0
55,2,Graduation,Married,2,22/03/2013,87,623.0,53.0,178.0,23.0,17.0,133.0,7.0,3.0,2.0,8.0,16.0,0.0,1.0,0.0,0.0,0.0,0,2.0
56,2,2n Cycle,Married,0,22/08/2012,94,73.0,3.0,90.0,12.0,1.0,32.0,7.0,4.0,1.0,4.0,16.0,0.0,0.0,0.0,0.0,0.0,0,3.0
57,3,Graduation,Single,3,01/04/2013,25,265.0,199.0,303.0,234.0,9.0,170.0,7.0,10.0,2.0,12.0,4.0,0.0,0.0,0.0,0.0,0.0,0,1.0
58,3,Graduation,Married,2,25/06/2014,47,97.0,12.0,84.0,13.0,10.0,15.0,7.0,3.0,1.0,6.0,10.0,0.0,0.0,0.0,0.0,0.0,0,2.0
59,3,Graduation,Together,2,01/10/2013,48,344.0,35.0,178.0,15.0,23.0,17.0,7.0,7.0,2.0,9.0,12.0,0.0,0.0,0.0,0.0,0.0,0,1.0
60,2,2n Cycle,Married,0,22/08/2012,94,73.0,3.0,90.0,12.0,1.0,32.0,7.0,4.0,1.0,4.0,16.0,0.0,0.0,0.0,0.0,0.0,0,3.0
61,1,Graduation,Together,2,19/08/2013,24,290.0,59.0,177.0,77.0,5.0,29.0,7.0,4.0,6.0,8.0,6.0,0.0,0.0,0.0,0.0,0.0,0,1.0
62,3,Graduation,Married,3,12/06/2013,57,328.0,9.0,124.0,12.0,24.0,109.0,7.0,4.0,2.0,10.0,6.0,0.0,0.0,0.0,0.0,0.0,0,2.0
63,2,Master,Divorced,2,31/08/2013,2,229.0,7.0,140.0,10.0,3.0,11.0,7.0,5.0,1.0,8.0,14.0,0.0,0.0,0.0,0.0,0.0,1,2.0
64,0,PhD,Together,3,10/06/2014,56,406.0,0.0,30.0,0.0,0.0,8.0,7.0,8.0,2.0,5.0,14.0,0.0,0.0,0.0,1.0,0.0,0,3.0
65,2,Graduation,Together,3,08/04/2013,90,856.0,59.0,487.0,58.0,29.0,73.0,7.0,2.0,5.0,5.0,10.0,0.0,0.0,0.0,0.0,0.0,0,3.0
66,1,PhD,Divorced,2,04/10/2012,98,459.0,0.0,24.0,6.0,0.0,4.0,6.0,4.0,5.0,7.0,12.0,0.0,1.0,0.0,0.0,0.0,1,1.0
67,2,PhD,Together,2,16/08/2012,34,896.0,10.0,101.0,13.0,10.0,34.0,6.0,4.0,2.0,9.0,18.0,1.0,0.0,0.0,0.0,0.0,1,1.0
68,1,PhD,Widow,2,25/01/2013,24,953.0,0.0,71.0,0.0,0.0,174.0,6.0,10.0,5.0,10.0,16.0,0.0,0.0,0.0,0.0,0.0,0,1.0
69,2,PhD,Divorced,1,02/01/2013,28,324.0,48.0,186.0,39.0,18.0,198.0,6.0,6.0,8.0,4.0,14.0,1.0,0.0,0.0,0.0,0.0,1,1.0
70,1,Master,Married,3,14/02/2013,17,1205.0,0.0,235.0,19.0,14.0,205.0,6.0,6.0,3.0,13.0,14.0,0.0,0.0,0.0,0.0,0.0,0,1.0
71,2,Graduation,Single,0,15/10/2012,80,158.0,0.0,23.0,0.0,0.0,18.0,6.0,3.0,1.0,5.0,16.0,0.0,0.0,0.0,0.0,0.0,0,2.0
72,1,Master,Married,1,13/05/2013,50,81.0,18.0,113.0,47.0,13.0,21.0,6.0,4.0,2.0,5.0,12.0,0.0,0.0,0.0,0.0,0.0,0,2.0
73,1,PhD,Widow,2,25/01/2013,24,953.0,0.0,71.0,0.0,0.0,174.0,6.0,10.0,5.0,10.0,16.0,0.0,0.0,0.0,0.0,0.0,1,1.0
74,0,Graduation,Widow,2,02/06/2013,48,189.0,10.0,253.0,56.0,43.0,64.0,6.0,8.0,2.0,7.0,14.0,0.0,0.0,0.0,0.0,0.0,0,2.0
75,2,Graduation,Married,1,28/10/2012,69,159.0,4.0,45.0,6.0,2.0,38.0,6.0,5.0,1.0,4.0,16.0,0.0,0.0,0.0,0.0,0.0,0,2.0
76,0,PhD,Married,2,12/04/2013,11,629.0,0.0,70.0,0.0,0.0,35.0,6.0,11.0,2.0,7.0,16.0,0.0,0.0,0.0,0.0,0.0,0,1.0
77,2,Master,Together,1,15/02/2014,35,167.0,2.0,89.0,0.0,0.0,34.0,6.0,6.0,1.0,4.0,16.0,0.0,0.0,0.0,0.0,0.0,0,2.0
78,3,Basic,Married,0,27/01/2013,92,228.0,122.0,122.0,208.0,129.0,30.0,6.0,11.0,2.0,8.0,18.0,0.0,0.0,0.0,0.0,0.0,0,0.0
79,0,Master,Married,2,04/02/2013,72,393.0,0.0,239.0,90.0,69.0,69.0,6.0,5.0,7.0,9.0,8.0,0.0,0.0,0.0,0.0,0.0,0,1.0
80,2,Graduation,Single,2,30/12/2013,26,347.0,0.0,35.0,4.0,3.0,7.0,6.0,4.0,2.0,8.0,10.0,0.0,0.0,0.0,0.0,0.0,0,3.0
81,3,2n Cycle,Single,0,05/10/2012,97,104.0,20.0,101.0,24.0,15.0,5.0,6.0,5.0,1.0,5.0,18.0,0.0,0.0,0.0,0.0,0.0,0,1.0
82,2,Graduation,Divorced,2,31/03/2013,77,440.0,81.0,368.0,0.0,122.0,174.0,6.0,11.0,5.0,9.0,12.0,0.0,0.0,0.0,0.0,0.0,0,1.0
83,2,PhD,Together,2,21/03/2014,85,582.0,0.0,65.0,0.0,0.0,13.0,6.0,8.0,2.0,9.0,10.0,0.0,0.0,0.0,0.0,0.0,0,1.0
84,3,Graduation,Together,2,03/04/2013,70,266.0,6.0,51.0,8.0,6.0,64.0,6.0,7.0,1.0,5.0,16.0,0.0,0.0,0.0,0.0,0.0,0,2.0
85,3,Graduation,Married,1,17/08/2012,56,244.0,15.0,108.0,4.0,15.0,50.0,6.0,7.0,1.0,6.0,16.0,0.0,0.0,0.0,0.0,0.0,1,1.0
86,1,2n Cycle,Together,2,15/05/2013,65,215.0,7.0,33.0,3.0,0.0,13.0,6.0,5.0,1.0,5.0,14.0,0.0,1.0,0.0,0.0,0.0,0,2.0
87,2,PhD,Single,1,31/03/2014,81,96.0,1.0,79.0,7.0,1.0,79.0,6.0,5.0,1.0,3.0,16.0,1.0,0.0,0.0,0.0,0.0,1,2.0
88,0,Master,Together,1,03/02/2013,9,177.0,2.0,71.0,3.0,2.0,20.0,6.0,5.0,2.0,4.0,16.0,0.0,0.0,0.0,0.0,0.0,1,2.0
89,1,Graduation,Divorced,3,16/12/2012,49,382.0,138.0,65.0,60.0,26.0,59.0,6.0,5.0,2.0,12.0,10.0,0.0,0.0,0.0,0.0,0.0,0,1.0
90,3,Graduation,Together,0,13/11/2012,68,75.0,12.0,141.0,43.0,39.0,187.0,6.0,6.0,1.0,5.0,16.0,0.0,0.0,0.0,0.0,0.0,0,1.0
91,2,Graduation,Married,0,17/11/2012,16,172.0,10.0,125.0,21.0,13.0,16.0,6.0,7.0,2.0,4.0,18.0,0.0,0.0,0.0,0.0,0.0,1,1.0
92,3,Master,Married,1,29/05/2014,22,327.0,9.0,125.0,25.0,4.0,139.0,6.0,7.0,1.0,8.0,14.0,1.0,0.0,0.0,0.0,0.0,0,1.0
93,2,Graduation,Single,0,23/08/2013,67,738.0,20.0,64.0,52.0,50.0,20.0,6.0,2.0,3.0,10.0,14.0,0.0,1.0,0.0,1.0,0.0,0,3.0
94,0,2n Cycle,Divorced,1,13/02/2013,31,302.0,29.0,131.0,32.0,0.0,27.0,6.0,8.0,1.0,7.0,16.0,0.0,0.0,0.0,0.0,0.0,0,1.0
95,3,Graduation,Married,2,06/02/2013,45,182.0,4.0,33.0,0.0,2.0,42.0,6.0,4.0,1.0,5.0,14.0,0.0,0.0,0.0,0.0,0.0,0,2.0
96,2,2n Cycle,Together,1,07/11/2012,88,350.0,104.0,189.0,197.0,151.0,57.0,6.0,11.0,8.0,5.0,16.0,1.0,0.0,0.0,0.0,0.0,0,1.0
97,0,Graduation,Single,0,02/02/2013,46,157.0,43.0,127.0,68.0,56.0,37.0,6.0,3.0,8.0,4.0,8.0,1.0,0.0,0.0,0.0,0.0,1,1.0
98,3,Graduation,Married,0,02/08/2013,95,120.0,19.0,206.0,25.0,19.0,54.0,6.0,7.0,2.0,5.0,16.0,0.0,0.0,0.0,0.0,0.0,0,1.0
99,3,Graduation,Married,1,01/04/2014,79,171.0,7.0,171.0,25.0,19.0,89.0,6.0,8.0,1.0,5.0,16.0,0.0,0.0,0.0,0.0,0.0,0,1.0
100,2,Graduation,Married,1,05/07/2013,98,538.0,13.0,91.0,17.0,6.0,26.0,6.0,6.0,2.0,11.0,10.0,0.0,1.0,0.0,0.0,0.0,0,1.0
101,2,PhD,Widow,1,08/09/2012,35,595.0,71.0,153.0,120.0,112.0,41.0,6.0,3.0,2.0,10.0,18.0,0.0,0.0,0.0,0.0,0.0,0,1.0
102,1,Master,Together,2,09/07/2013,85,145.0,13.0,46.0,17.0,2.0,4.0,6.0,4.0,2.0,4.0,14.0,0.0,0.0,0.0,0.0,0.0,0,2.0
103,1,Graduation,Together,1,01/08/2013,10,200.0,19.0,111.0,50.0,15.0,19.0,6.0,5.0,1.0,8.0,12.0,0.0,0.0,0.0,0.0,0.0,0,1.0
104,0,Graduation,Together,1,12/09/2012,50,90.0,17.0,97.0,15.0,6.0,15.0,6.0,4.0,1.0,5.0,16.0,0.0,0.0,0.0,0.0,0.0,0,2.0
105,2,Graduation,Together,2,26/09/2012,55,368.0,24.0,68.0,38.0,0.0,88.0,6.0,8.0,2.0,6.0,14.0,0.0,0.0,0.0,0.0,0.0,0,2.0
106,1,PhD,Single,1,16/11/2012,71,777.0,30.0,163.0,0.0,51.0,122.0,6.0,4.0,4.0,7.0,18.0,0.0,0.0,0.0,0.0,0.0,0,1.0
107,2,Graduation,Single,2,22/09/2013,35,367.0,4.0,51.0,6.0,4.0,95.0,6.0,7.0,2.0,6.0,14.0,0.0,0.0,0.0,1.0,0.0,0,2.0
108,0,PhD,Single,3,02/01/2013,3,502.0,19.0,132.0,0.0,6.0,26.0,6.0,6.0,2.0,11.0,12.0,0.0,0.0,0.0,0.0,0.0,0,1.0
109,2,PhD,Together,3,11/08/2012,55,799.0,12.0,375.0,16.0,12.0,12.0,5.0,7.0,6.0,5.0,12.0,0.0,0.0,0.0,0.0,0.0,1,1.0
110,2,Graduation,Together,3,28/06/2013,61,606.0,7.0,155.0,10.0,0.0,54.0,5.0,10.0,3.0,8.0,14.0,0.0,0.0,0.0,0.0,0.0,0,1.0
111,1,Graduation,Single,2,03/03/2013,39,229.0,7.0,137.0,4.0,0.0,91.0,5.0,4.0,2.0,8.0,10.0,0.0,0.0,0.0,0.0,0.0,0,1.0
112,2,Graduation,Together,3,29/08/2012,77,650.0,28.0,353.0,45.0,42.0,30.0,5.0,4.0,6.0,11.0,16.0,0.0,0.0,0.0,0.0,0.0,0,2.0
113,2,Graduation,Together,2,24/06/2013,49,545.0,7.0,114.0,37.0,21.0,78.0,5.0,7.0,2.0,11.0,10.0,0.0,1.0,0.0,0.0,0.0,0,1.0
114,2,PhD,Single,1,18/10/2012,3,322.0,3.0,50.0,4.0,3.0,42.0,5.0,7.0,1.0,6.0,16.0,0.0,0.0,0.0,0.0,0.0,1,1.0
115,2,PhD,Married,2,03/03/2013,72,689.0,8.0,167.0,11.0,8.0,88.0,5.0,8.0,4.0,11.0,12.0,0.0,0.0,0.0,0.0,0.0,0,1.0
116,1,Master,Single,2,08/11/2013,87,327.0,9.0,122.0,19.0,14.0,83.0,5.0,5.0,2.0,9.0,12.0,0.0,0.0,0.0,0.0,0.0,0,2.0
117,0,Graduation,Single,2,02/05/2013,71,430.0,16.0,322.0,43.0,24.0,33.0,5.0,4.0,7.0,11.0,6.0,0.0,0.0,0.0,0.0,0.0,0,1.0
118,0,PhD,Divorced,1,16/10/2013,74,144.0,2.0,99.0,7.0,2.0,30.0,5.0,6.0,1.0,4.0,16.0,0.0,0.0,0.0,0.0,0.0,0,3.0
119,1,PhD,Together,0,08/08/2012,49,132.0,0.0,16.0,0.0,0.0,4.0,5.0,3.0,1.0,4.0,18.0,0.0,0.0,0.0,0.0,0.0,0,2.0
120,1,PhD,Divorced,2,17/03/2014,34,801.0,0.0,80.0,0.0,0.0,35.0,5.0,8.0,3.0,12.0,10.0,0.0,1.0,0.0,0.0,0.0,0,1.0
121,2,Graduation,Together,0,01/01/2013,8,199.0,33.0,60.0,8.0,3.0,15.0,5.0,5.0,2.0,5.0,16.0,0.0,0.0,0.0,0.0,0.0,1,2.0
122,1,2n Cycle,Divorced,1,29/04/2014,57,77.0,8.0,44.0,10.0,10.0,25.0,5.0,3.0,1.0,4.0,12.0,0.0,0.0,0.0,0.0,0.0,0,2.0
123,2,Graduation,Together,2,24/03/2013,10,151.0,7.0,89.0,0.0,7.0,28.0,5.0,4.0,1.0,6.0,10.0,0.0,0.0,0.0,0.0,0.0,0,3.0
124,2,PhD,Married,1,18/10/2012,3,322.0,3.0,50.0,4.0,3.0,42.0,5.0,7.0,1.0,6.0,16.0,0.0,0.0,0.0,0.0,0.0,1,1.0
125,1,Graduation,Married,2,28/11/2012,84,675.0,0.0,85.0,10.0,7.0,77.0,5.0,10.0,3.0,8.0,16.0,0.0,0.0,0.0,0.0,0.0,0,1.0
126,2,Graduation,Married,2,31/10/2012,64,157.0,6.0,39.0,6.0,13.0,75.0,5.0,4.0,1.0,5.0,12.0,0.0,0.0,0.0,0.0,0.0,0,2.0
127,2,Graduation,Married,3,12/08/2012,63,757.0,80.0,217.0,29.0,80.0,11.0,5.0,9.0,6.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0,1.0
128,1,Master,Together,3,07/12/2013,37,239.0,7.0,119.0,4.0,15.0,11.0,5.0,6.0,2.0,6.0,14.0,0.0,0.0,0.0,0.0,0.0,0,2.0
129,3,2n Cycle,Married,2,27/03/2013,25,349.0,16.0,144.0,28.0,5.0,182.0,5.0,8.0,5.0,4.0,16.0,1.0,0.0,0.0,1.0,0.0,1,2.0
130,3,Graduation,Married,3,31/08/2012,80,387.0,126.0,342.0,0.0,45.0,180.0,5.0,8.0,4.0,11.0,12.0,0.0,0.0,0.0,0.0,0.0,0,1.0
131,2,Graduation,Divorced,1,25/02/2013,48,183.0,5.0,65.0,3.0,5.0,49.0,5.0,5.0,2.0,4.0,18.0,0.0,0.0,0.0,0.0,0.0,0,2.0
132,1,Graduation,Widow,1,22/11/2012,72,505.0,0.0,26.0,0.0,0.0,75.0,5.0,7.0,4.0,6.0,12.0,0.0,1.0,0.0,0.0,0.0,0,1.0
133,0,PhD,Married,2,27/09/2012,53,483.0,0.0,108.0,0.0,6.0,36.0,5.0,11.0,1.0,6.0,18.0,0.0,0.0,0.0,0.0,0.0,1,2.0
134,0,Graduation,Married,3,30/09/2013,10,120.0,58.0,73.0,65.0,89.0,58.0,5.0,5.0,4.0,5.0,10.0,0.0,0.0,0.0,0.0,0.0,0,1.0
135,2,Graduation,Divorced,1,15/02/2013,53,110.0,5.0,59.0,7.0,1.0,7.0,5.0,5.0,0.0,4.0,16.0,0.0,0.0,0.0,0.0,0.0,0,2.0
136,3,PhD,Married,0,10/02/2013,50,20.0,2.0,23.0,3.0,1.0,4.0,5.0,3.0,0.0,4.0,16.0,0.0,0.0,0.0,0.0,0.0,0,2.0
137,1,PhD,Divorced,3,23/09/2013,71,1459.0,0.0,61.0,0.0,15.0,215.0,5.0,2.0,5.0,6.0,10.0,1.0,0.0,1.0,0.0,1.0,1,2.0
138,1,PhD,Divorced,3,07/02/2013,41,731.0,60.0,353.0,78.0,12.0,73.0,5.0,10.0,3.0,5.0,14.0,0.0,0.0,0.0,0.0,0.0,0,1.0
139,0,Graduation,Together,0,13/07/2013,69,135.0,1.0,41.0,10.0,1.0,67.0,5.0,3.0,3.0,3.0,12.0,1.0,0.0,0.0,0.0,0.0,0,2.0
140,2,Graduation,Widow,1,02/10/2013,30,154.0,0.0,50.0,6.0,11.0,37.0,5.0,3.0,4.0,3.0,12.0,1.0,0.0,0.0,0.0,0.0,0,2.0
141,1,Master,Single,3,10/03/2013,42,534.0,5.0,47.0,0.0,5.0,41.0,5.0,11.0,1.0,6.0,16.0,0.0,0.0,0.0,0.0,0.0,0,2.0
142,1,Graduation,Married,3,19/09/2013,25,895.0,10.0,101.0,13.0,0.0,152.0,5.0,3.0,4.0,8.0,16.0,0.0,0.0,0.0,0.0,0.0,0,1.0
143,1,Graduation,Together,2,08/06/2013,21,620.0,16.0,165.0,0.0,24.0,82.0,5.0,5.0,5.0,12.0,10.0,0.0,0.0,0.0,0.0,0.0,0,1.0
144,3,2n Cycle,Single,2,30/03/2013,28,342.0,32.0,230.0,34.0,32.0,40.0,5.0,10.0,5.0,4.0,18.0,1.0,0.0,0.0,0.0,0.0,0,1.0
145,2,Graduation,Married,1,12/09/2012,26,98.0,0.0,106.0,49.0,10.0,106.0,5.0,5.0,1.0,5.0,12.0,0.0,0.0,0.0,0.0,0.0,0,1.0
